actor,text,label
Norsk Bonde- og Småbrukarlag,"Klimautvalget setter fokus på stiavhengighet i omstilling til et lavutslippssamfunn, med særlig fokus på stiavhengighet som beslaglegger kraft og kompetanse i matsystemet. I NOU 2023: 25 understrekes det at: «Stiavhengighet handler om valg. Valg tatt på et tidspunkt kan angi retningen for samfunnsutviklingen på en måte som påvirker hvilke valg som er tilgjengelige på et senere tidspunkt.» 5 NBS ser på stiavhengighet som et nyttig rammeverk for å understreke viktigheten av videreføring av kompetanse og kunnskap i norsk jordbruk. Det er viktig å ta veloverveide valg, som ikke hindrer bærekraftige løsninger i framtiden. Kompetanse er en sentral ressurs for framtidig norsk matproduksjon.",Interessegruppe
Nye veier,"Økte krav til rapportering på ulike tema innen klima og miljø, eksempelvis av klimagassutslipp, arealendringer, naturregnskap, avfall/gjenbruk og ressurser som masser, vil gi bedre samlet oversikt og større mulighet til styring, målsetting og kontroll enn dagens situasjon. På generelt grunnlag mener Nye Veier det er nødvendig å sikre effektiv ressursbruk ved prioritering av virkemidler og tiltak for å omstille Norge til et lavutslippssamfunn i 2050. Nye Veier deler Klimautvalgets betraktninger om at kostnadseffektivitet må være et sentralt hensyn ved utforming av klimapolitikken, og at virkninger på natur og miljø skal være en tydeligere og mer kvantitativ del av en helhetlig samfunnsøkonomisk analyse. Det er ingen tvil om at det er vanskelig å avgjøre hvilke klima- og naturrelaterte investeringer som vil være samfunnsøkonomisk lønnsomme på lang sikt, og utvikling av lavutslippssamfunnet innebærer at kostnadseffektivitet bør vurderes i et lengre og større perspektiv.   Nye Veier mener det er behov for utvikling og samordning på overordnet og statlig nivå hvis man på en bedre måte skal kunne ivareta natur og klima i transport- og samfunnsøkonomiske analyser.",Bedrift
Nye veier,"Videre bør det vurderes å samordne bruken av klimaindikatorer bedre mellom ulike sektordepartement. Vi vil også peke på behovet for at verdsettelse av nytte- og kostnadskomponenter bør utvikles kontinuerlig slik at disse står i forhold til samfunnets og befolkningens verdsettelse. I en slik sammenheng kan det være formålstjenlig med økt bruk av følsomhetsanalyser, samt gjøre vurderinger omkring det man benytter som referansesituasjonen i forbindelse med ulike prosjekter kan justeres utover det som er vedtatt politikk. Nye Veier har de siste årene investert betydelig i metodeutvikling, blant annet på temaet ikke-prissatte virkninger i forbindelse med samfunnsøkonomiske analyser, og er derfor fra et faglig ståsted enig med utvalget i at f.eks. tidligfaseplanleggingsmodellen KVU bør utvikles slik at natur og klima blir bedre ivaretatt. Hvis man på et overordnet nivå får til å utvikle analyser og modeller som mer helhetlig og langsiktig beregner nytte og kostnader, så vil man mer systematisk kunne beslutte når man skal ‘unngå, flytte eller forbedre’. Å unngå ressursbruk og fordele samfunnets samlede ressurser på en mer effektiv måte er avgjørende for å utvikle Norge til et lavutslippssamfunn. Men også i et lavutslippssamfunn vil det være behov for transport og derfor vil også forbedring av teknologi og løsninger være en sentral del av transport- og mobilitetsutvikling mot 2050.",Bedrift
Oslo kommune,"Selv om dette vil være krevende arbeid, vil det ha stor betydning for å unngå beslutninger som ikke er i tråd med en utvikling mot lavutslippssamfunnet. Det kan være behov for økt kompetanse om klimaspørsmål i forvaltningen på tvers av de ulike sektorene for å gjennomføre denne gjennomgangen, og dette kompetansebehovet bør også vurderes i klimameldingen og naturmeldingen. Reguleringer er et svært effektivt verktøy i klimaomstillingen. Gjennom tydelige krav får næringslivet forutsigbarhet. Utvalget viser til at offentlig politikk kan redusere omstillingsrisikoen for næringslivet, dersom den er forutsigbar og tydelig. Reguleringer kan også stimulere til innovasjon og nye bærekraftige teknologier.",Offentlig forvaltning
Oslo kommune,"I Oslo viser våre undersøkelser at over 50 prosent av næringsaktører er positive til krav om tyngre vekting av miljø- og klimakrav i anskaffelser. Samtidig mener over 80 prosent at det er viktig å bli oppfattet som klima- og miljøvennlig. Oslo kommune mener derfor det er nødvendig med en mer aktiv bruk av regulatoriske virkemidler der det er hensiktsmessig for å gi forutsigbarhet til omstillingen og like konkurransevilkår for næringslivet.   Utvalget peker blant annet på kommunens oppgave som planmyndighet og manglende tydeliggjøring av hjemler i plan- og bygningsloven som et eksempel på at staten ikke tar ansvar for å fjerne barrierer for kommunenes klimaarbeid. Oslo kommune har inkludert en rekke klimakrav i høringsutkast til kommuneplanens arealdel, ettersom dette er nødvendig for å omstille byen til en nullutslippsby. Hjemmelsgrunnlaget for flere av disse kravene er uklart.   Oslo kommune er positiv til at regjeringen har satt i gang arbeid med å tydeliggjøre handlingsrommet i plan- og bygningsloven til å stille klimakrav, slik at ambisiøse kommuner kan benytte denne muligheten.",Offentlig forvaltning
Oslo kommune," ta til orde for at finansieringen gradvis trappes opp  gi signal om at nasjonale myndigheter vil ha tett dialog med kommunene om klimaomstillingen, med det formål å fjerne nasjonale barrierer for lokale tiltak Klimaavtaler mellom stat og kommune   Utvalget viser til at klimaavtaler kan fremme klimaomstillingen, og at Sverige har benyttet dette mellom stat og kommune.   Direktoratet for forvaltning og økonomistyring (DFØ) har vurdert at avtaler kan være et effektivt virkemiddel i styringen av kommunene, så lenge de brukes i et moderat omfang og dermed innebærer et reelt signal om prioritering (Difi, 2019). Eksempler på slike avtaler i Norge er byvekstavtalene og statens avtale om bosetting av flyktninger.   ",Offentlig forvaltning
Oslo kommune,"Det er viktig at ikke langvarige prosesser gjør at nytten av slike avtaler forringes.    Regjeringens klimamelding bør: - prøve ut klimaavtaler mellom nasjonale myndigheter og kommunene som et verktøy for klimaomstilling.   Arealer, karbonlagre og natur Det er avgjørende at arealpolitikken innrettes på en måte som minimerer negative konsekvenser for både klima, natur og økosystemer.",Offentlig forvaltning
Oslo kommune,"Oslo kommune er enig i utvalgets vurdering om at naturen og eksisterende og fremtidig arealbruk må kartlegges bedre som grunnlag for en god arealpolitikk.   Klimautvalget peker på behov for en “planvask” av eksisterende planer for nedbygging av natur, for å omregulere der planer ikke tar nødvendig hensyn til klima- og miljømålene. Tilsvarende anbefaler utvalget “prosjektvask” av vedtatte samferdselsprosjekter som ennå ikke er gjennomført, for å vesentlig begrense nedbygging av karbonrike områder og verdifull natur.",Offentlig forvaltning
Oslo kommune,"Utvalget understreker betydningen av arealplanlegging, herunder nødvendigheten av kompakte byer og tettsteder og tilrettelegging for gode transportformer, herunder sykkel, gange og kollektivtransport. Reduksjon av transportetterspørselen vil imidlertid ta tid og bero på treffsikre langsiktige politiske valg. Oslo kommune ser at den storstilte elektrifiseringen som skal gjennomføres vil kreve både mer kraft og effekt, noe utvalget også peker på.   Oslo kommune er enig med utvalget i at byvekstavtalene er et viktig virkemiddel for å begrense personbiltrafikken, og at disse bør videreføres og styrkes. Å opprette et nytt mål for å effektivisere næringstransporten (etter modell fra nullvekstmålet for personbiltrafikk) vil være et godt virkemiddel for å redusere den totale trafikken, redusere utslipp og bidra til å overføre varer og gods fra vei til sjø og bane, noe som lenge har vært et politisk mål.   En svakhet i rapporten er at varetransport og service- og håndverkkjøring i stor grad er oversett. Oslo kommune mener rapporten underkommuniserer at det bør legges særskilt til rette for overgang til nullutslippskjøretøy i næringstransporten. Tiltak for å unngå denne typen transport er mer krevende enn for persontransporten. Det er derfor sentralt å få på plass nødvendig infrastruktur for lading og fylling, men også å gi brukerfordeler for nullutslippskjøretøy i næringstransporten, som for eksempel differensiering i bomringen og ved parkering.",Offentlig forvaltning
Oslo kommune,"Årstallet for en slik ambisjon kan med fordel settes til 2040, for å sikre en omstilling i tide før 2050. For større byer og sentrumsområder er det helt sentralt at transport og arealbruk knyttet til bydrift og bylogistikk innrettes på en måte som gjør at overordnede mål for transportavvikling og sikkerhet og attraktive, klima- og miljøvennlige byer nås.  ",Offentlig forvaltning
Pelagisk Forening,"Det siste alternativet, forbedre teknologi og ressursbruken, er for fiskeflåten en del kvantesprang frem i tid. Det er flere alternative drivstoff på markedet, men disse  har ikke kapasitet og/eller infrastruktur god nok i dag, er ikke tilpasset fiskeflåtens driftsmønster, og er ikke tilpasset fiskeriregelverket angående utforming av fartøy, og må derfor anses som altfor premature i dag. Veien frem mot alternativer til MGO vil derfor være tidkrevende og kostnadskrevende. Å velge «feilt» drivstoffalternativ i dag vil derfor bli svært kostnadskrevende. Det har ikke dagens fiskebåtrederier økonomi til å bære. Denne sti-avhengigheten vil bli ekstremt vesentlig for omstilling i fiskeriene.",Interessegruppe
Pelagisk Forening,"Arealbruk I utredningen er det mye snakk om hvordan arealplanlegging på land kan bidra til kutt i utslippene. Det foregår i dag flere prosesser for utarbeidelse av en rekke planer for havene. Blant annet næringsplaner og forvaltningsplaner for havområdene. Ingen av disse er arealplaner som ser alle brukere av havet i sammenheng, med muligheten for styring og innsigelser for viktige områder slik man har på land. Vi mener derfor at helhetlig arealplanlegging også må gjennomføres for havet også i Norge. På samme måte som EU har arealplaner til havs i dag. I rapporten skriver man i kapittel",Interessegruppe
Riksantikvaren,"Vi er også enig i at det er viktig med uavhengighet mellom utreder og utbygger. Innspill til kapittel 6 Areal og natur Utvalget peker på at forutsetninger for mange klimaløsninger er knyttet til energiproduksjon som igjen medfører bruk av arealer. Tap av natur og arter påvirker igjen klimaet slik at det er behov for en kunnskapsdrevet forvaltning av arealer for å kunne møte målet om klimautslipp. I kapittel 6 er det fokus på natur og naturavtalen, og også arealer som en viktig og begrenset ressurs. Kapittel 6 bør i større utstrekning ta opp miljøbegrepet med en helhetlig tilnærming, og ikke avgrense dette til arealbruk, natur og utslipp.",Offentlig forvaltning
Riksantikvaren,"Plan- og bygningsloven er et sentralt verktøy i forvaltning av arealer. Vi mener det er viktig å styrke klima og naturhensyn gjennom oppdatering av lovverket. Disse endringene i plan og bygningsloven må favne videre enn klima- og naturhensyn. Det samme gjelder behovet for kompetanse på miljøtema på flere forvaltningsnivå og instanser. Dette er særlig viktig for utvalgets anbefaling om at nasjonale myndigheter setter klare rammer for kommunens ansvar for å nå nasjonale mål for klima og natur. Kommunenes ansvar for de nasjonale målene gjelder alle miljøtema der målene settes av Stortinget. Utvalget skriver at Kulturlandskapet blir påvirket av nedbygging og fragmentert arealbruk, blant annet gjennom fritidsbebyggelse, vindkraftanlegg, veier og annen infrastruktur.",Offentlig forvaltning
Riksantikvaren,"Vi mener derfor at fortsatt bruk og ombruk av historiske bygninger, med så stor grad av energieffektivisering som mulig, må være en del av klimaomstillingen. Klimautvalget anbefaler at arbeidet for en mer sirkulær økonomi videreføres med full styrke og at barrierer som bremser nye løsninger knyttet til mer effektiv arealutnyttelse og mer sirkularitet i bygg- og anleggsbransjen, [...]. Regulatoriske og økonomiske virkemidler bør bidra til å vri investeringer fra nybygging til drift og vedlikehold av eksisterende bygg og infrastruktur. Historiske bygninger, men også eksisterende bygninger generelt, utgjør en viktig ressurs for samfunnet vårt. Riksantikvaren er svært positive til at utvalget fremhever bruk og ombruk av eksisterende bygningsmasse, og støtter at virkemidler bør bidra til drift og vedlikehold av eksisterende bygg.",Offentlig forvaltning
Riksantikvaren,"Når denne typen bygg skal settes i stand og energieffektiviseres, er det viktig å velge materialer med de samme egenskapene og sørge for at bygningsfysikken ikke svekkes av lite tilrettelagte energieffektiviseringstiltak. Vi har mange eksempler på hvordan historiske bygg har fått ny bruk, blitt verdsatte arbeidsplasser eller boliger og bidrar til by- og stedsidentitet, verdiskaping og næringsutvikling. Innspill til kapittel 10 Innovasjon, omstilling og næringsstruktur Klimautvalget anbefaler:",Offentlig forvaltning
Riksantikvaren,Politikk og regelverksutvikling i EU I rapporten nevner utvalget flere steder viktigheten av å følge opp politikk- og regelverksutvikling i EU. Riksantikvaren følger regelverksutviklingen i EU gjennom European Heritage Legal Forum.,Offentlig forvaltning
SINTEF,"sine anbefalinger for både forskning og innovasjon. Innovasjon er kjernen i all omstilling og utdannings- og forskningsaktørene må settes i stand til å jobbe tett med næringslivet og det offentlige for å sette beste eksisterende- og ny kunnskap i arbeid. Dette er særlig viktig for transportsektoren som står for 1/3 av dagens utslipp. Årlig investeres ca. 83 mrd i norsk samferdsel, men kun 0,13 % settes av til konkurranseutsatt FOU. 2. Styrk Forskningsrådets innsats for utvikling av fremtidens lavutslippssamfunn.",Bedrift
SINTEF,"3. Støtte utviklingen av en felles plattform for deling av data. For å sikre et helhetlig lavutslippssamfunn vil det være viktig med etablering av en felles plattform for deling av f.eks. data relatert til klimagassutslipp på tvers av interessenter. Dette kan styrkes gjennom senterordninger foreslått under kunstig intelligens satsingen fra Forskningsrådet.   4. Bruk kunnskap og resultater fra relevante EU prosjekter aktivt, fortsatt tett samspill med EU er viktig. Mange Norske aktører er tungt involvert i EU-finansiert forskning og teknologiutvikling. Dette bør brukes aktivt i utforming av politikk som muliggjør fremtidens lavutslippssamfunn.",Bedrift
SINTEF,med 1990. Når verden skal ha netto nullutslipp i 2050 vil det ikke være rom for mye kvotekjøp og fleksible mekanismer.   9. Det er krevende å redusere utslippene fra jordbruk og matproduksjon. Vi mener at man må opprette satsninger som støtter regjeringens mål om å utvikle bærekraftig fôr som bidrag til å redusere klimagassutslippene i matsystemene.,Bedrift
SINTEF,"10. Utarbeide en strategi for sluttfasen av norsk petroleumsvirksomhet. Utvalget anbefaler en strategi for sluttfasen av norsk petroleumsvirksomhet. Norge har skrevet under Parisavtalen og også sluttet seg til COP28 slutterklæringen som sier i paragraf 28 f) ""Transitioning away from fossil fuels in energy systems, in a just, orderly and equitable manner, accelerating action in this critical decade, so as to achieve net zero by 2050 in keeping with the science"". Det gir en klar retning for Norge, i samsvar med utvalgets anbefaling i stort.",Bedrift
SINTEF,"12. SINTEF støtter forslaget om at det etableres et nasjonalt klimapanel som skal bidra til et faglig grunnlag for klimapolitikken og til å identifisere muligheter og utfordringer. Sammensetningen må reflektere kompleksiteten i spørsmålene som skal vurderes og krever ekspertise på teknologi, natur, samfunn, politikk og systemforståelse. Våre detaljerte kommentarer er primært knyttet til Del 2 av rapporten hvor man fokuserer på omstillingsutfordringen og -mulighetene.",Bedrift
SINTEF,"Helt nye prosesser hvor fossilt karbon ikke inngår er nødvendig. Disse prosessene er ofte mer energi-intensive og krever tilgang på fornybar energi og bioressurser. Vi ser flere gode initiativ fra industrien selv, men mye arbeid og mye forskning gjenstår – et eksempel på at ambisjonene ikke følges opp med tilstrekkelig eller riktig tiltak. Strategiarbeidet Prosess 21 har utarbeidet et veikart til nullutslipp for prosessindustrien12 , dvs en oppdatering av veikartet Norsk Industri utarbeidet i 2015. Dette veikartet burde vært kommentert i rapporten og må tas med i grunnlaget for videre politikkutforming gjennom de bebudete stortingsmeldingene om klima og natur. Kap. 6 og 9, betraktninger mineraler og kritiske råmaterialer En generell kommentar er at NOUen kunne vært enda tydeligere på hvor viktig mineraler og kritiske råmaterialer er for det grønne og digitale skiftet og hvordan vi skal innrette oss for å øke robusthet og sikre forsyninger av etterspurte mineraler til Europa og Norge i fremtiden.",Bedrift
SINTEF,"Vi savner referanse og stiller oss undrende til at det ikke er referert til Regjeringens Mineralstrategi i rapporten. Et energisystem basert på fornybar og ren energi skiller seg grunnleggende fra et energisystem basert på fossile energikilder. Solkraft, vindkraft og elektriske kjøretøy har et helt annet behov for mineraler enn kullkraft og gasskraft.",Bedrift
Statsforvalteren i Trøndelag,"Omdisponert skogareal som ligger inne i eksisterende planer i kommunene er betydelig, og behovet for planvask er deretter. Dette gjelder også vedtatte samferdselsprosjekt, som ofte medfører store arealbeslag – bl.a. for å oppnå begrensa forbedringer i reisetid. Ofte er utredningene før beslutninger tas svært mangelfulle, og skogbruksinteresser blir ofte ikke utredet i det hele tatt. Det er behov for en grundigere og mer differensiert utredningsprosess, som i større grad skiller mellom høy- og lavproduktive skogarealer. Landbruksavdelingen er enig i at lovgiving og virkemiddelbruk i skogbrukssektoren må gjennomgås. Skogbruksloven er en av lovene som er viktige for omstillingen til et lavutslippssamfunn, men likevel nevner dagens skogbrukslov ikke klima.",Offentlig forvaltning
Statsforvalteren i Trøndelag,"Landbruksavdelingen støtter også utvalgets anbefaling om å endre forskrift om konsekvensutredninger, slik at det stilles krav om at KU bestilles av myndighetene og ikke av tiltakshaver - for å sikre uavhengige konsekvensutredninger. Dette bør særlig gjelde for større tiltak. Kap. 7 – Matsystemet Utvalget anbefaler å basere de politiske målene i hele matsystemet på at Norge skal bli et lavutslippssamfunn. Et robust matsystem i Norge kan ikke bare utformes for å nå klima- og miljømål. Målene om matsikkerhet og beredskap, landbruk over hele landet, økt verdiskaping og bærekraftig landbruk må harmoniseres med klima- og miljømålene.",Offentlig forvaltning
Trøndelag fylkeskommune,"15. En «sjekkliste for lavutslippssamfunnet», som foreslått av utvalget, vil være til stor hjelp for å vurdere statlig, regional og kommunal politikk og ivareta de komplekse sammenhengene mellom klima, natur og omstillingsbehov i lokalsamfunn og næringsliv. 16. Karbonprising gjennom det europeiske kvotemarkedet er viktig for å utvikle verdikjeden for karbonfangst og lagring i Trøndelag. Trøndelag fylkeskommune støtter at det arbeides for en tverrpolitisk forpliktende opptrappingsplan for CO2- avgiften også etter 2030 som er i tråd med nasjonale klimamål. 17. Ordningen med CO2-priskompensasjon gir ikke tilstrekkelig insentiv mot nullutslipp i de kvotepliktige virksomhetene. Trøndelag fylkeskommune støtter at det kommer sterkere virkemidler for å styrke sammenhengen mellom industripolitikk og klimapolitikk.",Offentlig forvaltning
Trøndelag fylkeskommune,"Dette kan gjøre at kommunene får sterkt eierskap til målsettingene og får med seg hele lokalsamfunnet på tiltak, ser flere sektorer i sammenheng og får bedre effekt av klimatiltakene. 19. Det må etableres kriterier for måloppnåelse ved gjennomføring av areal- og klimapolitikken. En vurdering av måloppnåelse bør foretas i hver valgperiode, før nye kommunevalg, slik at befolkningen kan legge dette til grunn ved valget.   20. Trøndelag fylkeskommune støtter at det etableres egne kompetansesentre for kommunene som kan bidra til økt kompetanse på blant annet arealforvaltning, sirkulærøkonomi og energieffektivisering. Det er naturlig at fylkeskommunene får ansvaret for etablering og drift av slike sentre.",Offentlig forvaltning
Trøndelag fylkeskommune,"Vi mener utredningen ikke belyser sammenhengene i de skogbaserte verdikjedene godt nok. Det legges opp til restriksjoner på hogst og råvareforsyning, uten at en har analysert i hvor stor grad dette vil forsinke erstatning av fossile produkter og produksjoner i det grønne skiftet. Det kan være hensiktsmessig å utforme en helhetlig skogforvaltningsstrategi som kombinerer vern, spesielt hensyn til bevaring av gammelskog, samtidig som man aktivt driver forvaltningen av øvrig skogbruksareal på en måte som fremmer bærekraftig utvikling og bidrar til god verdiskapning hos de skogbaserte næringene.  26. Trøndelag Fylkeskommune mener at en eventuell avkarbonisering av energiproduksjonen ute på sokkelen må gjøres uten at det benyttes elektrisk kraft fra land. Det må være opp til oljeselskapene selv å finne løsninger for sitt energibehov.",Offentlig forvaltning
Trøndelag fylkeskommune,"En alternativ løsning kan også være fangst og lagring. Trøndelag Fylkeskommune mener elektrifisering av sokkelen, med fornybar energi fra land er utfordrende. Trøndelag styrer mot et kraftunderskudd på fornybar energi innen få år. Dette vil medføre en fare for at etablerte industriarbeidsplasser legges ned, at det ikke skjer ny verdiskapning og at det blir vanskelig å omstille Trøndersk næringsliv frem mot 2050.  27.",Offentlig forvaltning
Vestland fylkeskommune,"4. Fylkesutvalet meiner staten i større grad må støtte innovative og store prosjekt kommunar og fylkeskommunar sjølv tek initiativ til, for å redusere klimagassutsleppa våre.    5. Fylkesutvalet støttar Klimautvalet sitt forslag om å klimavaske lovverket for å styrke omsynet til klima og natur.   6. Fylkesutvalet er positiv til at kommunane får lovfesta ansvar i klimaomstillinga, og påpeikar at dette må følgjast opp med rettleiing, verktøy og ressursar.    7. Fylkesutvalet meiner det er positivt å klimavaske ikkje gjennomførte samferdsleprosjekt, med mål om å redusere samla ressurs- og arealbruk.",Offentlig forvaltning
Vestland fylkeskommune,"ei slik gjennomgang.   8. Fylkesutvalet støttar Klimautvalet sine anbefalingar knytt til energi. Vi etterlyser ei storsatsing på energieffektivisering og tydelege nasjonale prioriteringar knytt til areal- og ressursbruk og til energiproduksjon og –forbruk. 9. Fylkesutvalet støttar forslaget om at ny fornybar energiproduksjon fortrinnsvis skal utviklast der det allereie er utbygd, og at det skal bli enklare å bygge ut t.d. solceller på tak og mindre vindturbinar ved allereie etablert infrastruktur. Vi vil understreka behovet for å byggja ut meir fornybar energi raskt, også på nye areal der det er forankra lokalt.",Offentlig forvaltning
Vårgrønn,"Som et tiltak for å styrke legitimiteten til utbygging av fornybar kraft foreslår Klimautvalget at det må sikres «uavhengighet mellom utreder og utbygger i konsekvensutredningene» (s. 84). Utvalget begrunner dette med at «det faglige grunnlaget for beslutninger vil da i mindre grad kunne trekkes i tvil» (s. 81). Videre foreslår utvalget at «kartlegging av sosiale og kulturelle forhold og naturtilstand bør vurderes tidlig i konsesjonsprosessene» (s. 84). Vårgrønn vil understreke viktigheten av objektive kunnskapsgrunnlag i energi- utbyggingsprosesser. Vårgrønn har tidligere foreslått at myndighetene bør gjennomføre tidlige grunnlagsundersøkelser og datainnsamling av natur- og miljøverdier som en oppfølging av den strategiske konsekvensutredningen, i forkant av utlysning av områder som er identifisert for havvindutbygging.",Bedrift
Vårgrønn,"De relevante og prosjektspesifikke kostnadene for slike undersøkelser kan belastes selskapene som får tildelt areal i etterkant. Dette er også i tråd med forslag fra NVE desember 2023 i rapporten «Innspill til forvaltningsregime for havvind» til Energidepartementet. Her foreslår NVE at det allerede ved åpning av havvindarealer bør fastsettes et kartleggings- og overvåkingsprogram, og at det igangsettes kartlegginger av natur- og miljøverdier i statlig regi. Videre mener Vårgrønn at fagrunnlaget i forvaltningsplanene for norske hav- områder bør styrkes og brukes som verktøy i planlegging og gjennomføring av grunnlagsundersøkelser og konsekvensutredninger for havvind. Vårgrønn vil vise til at for å forstå effektene av vindkraft til havs på hele økosystemer, er det viktig at det bevilges tilstrekkelig midler til natur- og miljøkartlegginger, som omtalt i forrige avsnitt. Disse tiltakene vil etter vår mening bidra til å oppnå Klimautvalgets mål om større uavhengighet mellom utreder og utbygger. I tillegg vil det gi bedre bilde av kunnskapsgrunnlag på et tidlig stadium, noe som kan bidra til å gi større tillit til kunnskapsgrunnlaget og redusere konfliktpotensialet.",Bedrift
Skagerak Energi,"Her kan myndighetene bidra vesentlig ved å sette klare mål, skape forutsigbare rammer og reguleringer og lede vei for bransjen. Oslo kommune har vist vei ved å sette krav til sine leverandører om fossilfrie løsninger og på forhånd signalisere morgendagens krav. Dette initiativet bør utvides til å være en nasjonal strategi. Med dagens teknologi er det mulig å etablere fossilfrie anleggsplasser, selv uten nettforbindelse, ved bruk av batteriløsninger. Dette viser at det er praktisk gjennomførbart å oppnå disse målene. Det er viktig at denne overgangen til et fossilfritt samfunn involverer et samarbeid mellom offentlige myndigheter, private selskaper og samfunnet for øvrig.",Bedrift
Spire,"Dette vil gjøre at de store aktørene, som slipper ut mye, må betale mer, og gir også insentiver for husholdninger og bedrifter til å redusere utslippene sine, for å få tilbake penger fra karbonavgiften. I tråd med Spires vurderinger advarer Klimautvalget 2050 mot at bedrifter tar i bruk kjøp av klimakvoter i det frivillige markedet. Slike kvoter har ofte usikker utslippseffekt, og et fokus på utslippsreduksjon gjennom kvotehandel i det frivillige markedet kan ofte lede bedrifter vekk fra en reell omstilling mot lavere utslipp. Private aktører er en viktig del av omstillingen til lavutslippssamfunnet, og regjeringen bør oppfordre til reelle utslippskutt innad i private bedrifter, og tilrettelegge for utslippskutt fremfor kvotehandel. Spire er også enige i utvalgets forslag om å identifisere og fjerne klimaskadelige subsidier (kapittel 15.4). Slike subsidier undergraver hensikten med karbonprising, og kan i verste fall annullere effekten av karbonavgifter.",Interessegruppe
Spire,"Det norske utslippsregnskapet må forbedres og favne bredere. Det er viktig at man fører regnskap på alle norske utslipp, og at oversikten blir tilgjengelig for offentligheten. Spire er enige med utvalget i at Norge må få på plass beregninger for utslipp og opptak fra havets karbonlagre (s.213), samt utslipp fra skips-og luftfart (s.216). Eksporterte utslipp er også nødt til å regnes med i Norges klimamål, ikke minst utslipp fra petroleumssektoren. (“Utvalget anbefaler at Norge fører et eget regnskap for direkte og indirekte utslipp knyttet til bruken av varer og tjenester som Norge eksporterer”) Det er positivt at utvalget anbefaler at Norge må forsterke sitt bidrag til klimafinansiering (s. 223). Norge har et historisk ansvar for klimautslipp, og har både moralsk plikt og økonomi til å kunne bidra betraktelig mye mer på klimafinansiering enn det som gjøres i dag .",Interessegruppe
Statkraft AS,"For eksempel å legge nye sektorer til dagens kvotemarked og å inkludere negative utslipp i kvotemarkedet. Logikken i kvotemarkedet er at de rimeligste utslippskuttene skal gjennomføres først. I 2050 vil denne logikken trolig være at de utslippene som er mest krevende å kutte, men som har størst nytte for samfunnet skal gjenstå. Ved å se dette på et europeisk nivå er det mulig å få en mer effektiv omstilling. Utvalget argumenterer for at et nasjonalt mål vil gjøre klimapolitikken tydeligere både for beslutningstakere, næringsliv og offentligheten. Dersom et nasjonalt mål skal supplere samarbeid med EU på en måte som gir større klarhet om retningen for norsk klimapolitikk må det følges opp med virkemidler som gjør målet troverdig.",Bedrift
Statkraft AS,Om utslipp i Norge i 2050. Når det gjelder Norges utslipp i 2050 ønsker vi å knytte en kommentar til bruken av fluorholdige gasser. Utvalget har i sin analyse av norske utslipp i 2050 lagt til grunn EUs langsiktige bane for utslipp av fluorholdige gasse. I kraftsektoren brukes den svært potente klimagassen SF6 til isolasjon av høyspentinstallasjoner. Den teknologiske utviklingen rundt alternativer til SF6 skjer raskt og det vil komme løsninger som gjør at norske fluorholdige utslipp kan reduseres i takt med EUs bane. Det forventes at det vil være utslipp fra eksisterende anlegg med restlevetid også etter 2050.,Bedrift
Statkraft AS,"Del B Utvalget peker på at det er stor usikkerhet knyttet til fremtiden. Dette gjelder både global klimapolitikk, teknologi og ikke minst geopolitisk utvikling. På den annen side er det også viktig å fremheve utviklingstrekk det er forholdsvis stor sikkerhet rundt. Helt sentralt for klimapolitikk er at kostnaden på fornybare teknologier som sol, vind og batterier har falt mellom 70 og 90 prosent de siste ti årene.",Bedrift
Statkraft AS,"Det er i dag forholdsvis stor sikkerhet rundt at elbiler raskt vil ta markedsandeler globalt og at fremtidens kraftmiks globalt vil ha en stor andel sol, vind og batterier. Dette gjelder også landene rundt Norge, noe som vil ha betydning for det norske kraftsystemet. Det vil være viktig at norsk energi, klima og industripolitikk tar utgangspunkt i disse fundemantaltrekkene. På andre områder er usikkerheten større.",Bedrift
Statkraft AS,Energisystemet: Statkraft deler en rekke av utvalgets vurderinger knyttet til energiomstillingen. Norge har et godt utgangspunkt for å videreutvikle kraftsystemet.,Bedrift
Statkraft AS,"Teknologiutvikling vil også ha betydning for hvor mye kraft det er realistisk å bygge ut. Dersom kostandene på havvind faller frem mot 2050 vil det kunne bidra med betydelige mengder kraft inn i det nordiske kraftsystemet. På etterspørselssiden vil betalingsvilligheten til forbrukere og næringsliv være avgjørende. Med høy betalingsvillighet vil det være mer lønnsomt å bygge ut dyrere kraftformer og dermed også større tilbud. Som vist overfor vil det være lite hensiktsmessig å bygge norsk klima- og energipolitikk på en bestemt bane for produksjon og forbruk, og markedet kan bidra til å koordinere tilbud og etterspørsel og sikre at det ikke bygges mer kraft enn det samfunnet har behov for. Norge har et høyt kraftforbruk per innbygger, men dette skyldes i stor grad tilgang på gode ressurser som har gitt en lavere kraftpris enn landene rundt oss. Utnyttelsen av disse ressursene har lagt til rette for etablering av kraftkrevende industri. Norge har vært et foregangsland når det gjelder å tilrettelegge for effektiv bruk av kraftressursene og dette var en av driverne for deregulering av kraftmarkedet hvor knapphet, herunder nettkapasitet, reflekteres gjennom priser. En tilgrensende problemstilling kan være koordineringsutfordringen som oppstår når fremtidig etterspørsel er avhengig av nytt tilbud og fremtidig tilbud er avhengig av ny etterspørsel.",Bedrift
